r_lambda_over_NA,Airy,Gaussian
0.884437596302003,0.014777467156770526,0.0002765243490733805
0.8865947611710323,0.014616732116258293,0.0002656775226571542
0.8887519260400616,0.014452714271360953,0.00025523128802472405
0.8909090909090909,0.01428554120801708,0.0002451718906832718
0.8930662557781202,0.014115341150696828,0.00023548600670797446
0.8952234206471494,0.013942242867504895,0.00022616073086446998
0.8973805855161787,0.013766375576297101,0.00021718356499998213
0.899537750385208,0.013587868851848942,0.00020854240669915296
0.9016949152542373,0.013406852534113325,0.00020022553820060656
0.9038520801232665,0.013223456637603513,0.00019222161557023586
0.9060092449922957,0.013037811261936993,0.0001845196581272174
0.908166409861325,0.012850046503574476,0.00017710903811872514
0.9103235747303543,0.012660292368787665,0.00016997947063932323
0.9124807395993836,0.012468678687888046,0.00016312100379101008
0.9146379044684129,0.012275335030748614,0.00015652400907988797
0.9167950693374421,0.012080390623648773,0.00015017917204543347
0.9189522342064714,0.011883974267472276,0.00014407748311835814
0.9211093990755007,0.011686214257286495,0.00013821022870304404
0.92326656394453,0.011487238303330895,0.00013256898248057062
0.9254237288135593,0.011287173453441176,0.00012714559692834392
0.9275808936825886,0.011086146016934497,0.00012193219505236991
0.9297380585516178,0.01088428148998078,0.0001169211623282293
0.9318952234206471,0.010681704482482998,0.00011210513884683031
0.9340523882896764,0.010478538646489604,0.00010747701166104176
0.9362095531587057,0.01027490660616,0.00010302990732933775
0.938366718027735,0.01007092988930397,9.875718465260304e-05
0.9405238828967641,0.009866728860514196,9.46524276002939e-05
0.9426810477657934,0.009662422655910208,9.070943842215878e-05
0.9448382126348227,0.0094581291195114,8.69222309417808e-05
0.946995377503852,0.009253964741255023,8.328502402821404e-05
0.9491525423728813,0.00905004459667481,7.97922352420403e-05
0.9513097072419106,0.008846482288253991,7.643847465219834e-05
0.9534668721109398,0.008643389888466446,7.32185388199819e-05
0.9556240369799691,0.008440877884517575,7.012740494663967e-05
